time,bestSatId,maxElev_deg,dist_km
2360.0,63,8.54226268108384,2037.7843245245456
2370.0,63,8.491869507016533,2041.576123488113
2380.0,63,8.412696071196455,2047.5532494327322
2390.0,62,8.473057711102191,2042.9941119223274
2400.0,62,8.60640672644086,2032.9719829394328
2410.0,62,8.71159021683296,2025.1148703050392
2420.0,62,8.787786789432657,2019.4494943891464
2430.0,62,8.834386482504526,2015.995626564118
2440.0,62,8.85100830919813,2014.765654573684
2450.0,62,8.837510332813462,2015.7643894897649
2460.0,62,8.79399149714639,2018.9891372265395
2470.0,62,8.720792553295933,2024.429479344628
2480.0,61,8.7131587928281,2024.9980197077468
2490.0,61,8.857820913306496,2014.2618434078827
2500.0,61,8.973864945372883,2005.7071495012754
2510.0,61,9.060366193870042,1999.3635353750817
2520.0,61,9.116621760526433,1995.2531760409806
2530.0,61,9.142157568714431,1993.3913188512113
2540.0,61,9.136757306976099,1993.7848558820515
2550.0,61,9.100455017562284,1996.4331899299416
2560.0,61,9.033540995753642,2001.327747900875
2570.0,60,8.954869231449033,2007.1040035075448
2580.0,60,9.11125456217097,1995.6448196846097
2590.0,60,9.238578595222945,1986.3832265011558
2600.0,60,9.335811512049837,1979.3514494825872
2610.0,60,9.402140281245533,1974.5749132481558
2620.0,60,9.436998045179307,1972.0712789151487
2630.0,60,9.440084926167751,1971.8497840592208
2640.0,60,9.411361770382836,1973.9121457434119
2650.0,60,9.351063911056013,1978.251623163219
2660.0,60,9.259690444422098,1984.8534303975991
2670.0,59,9.366683731325177,1977.1262035406871
2680.0,59,9.505728240741517,1967.1480327404884
2690.0,59,9.614134098898464,1959.4184050014724
2700.0,59,9.690977925257133,1953.965573159835
2710.0,59,9.735589739772855,1950.8099178159423
2720.0,59,9.747573691060468,1949.9634716559362
2730.0,59,9.72681608694099,1951.4299505507777
2740.0,59,9.67348847333244,1955.2047067590663
2750.0,59,9.588042989371969,1961.2747919442363
2760.0,58,9.624081943110177,1958.7112773653507
2770.0,58,9.775303222097662,1948.0069150957552
2780.0,58,9.895345760116554,1939.569446246851
2790.0,58,9.983167704127272,1933.4300836752268
2800.0,58,10.0379878155345,1929.6120382905633
2810.0,58,10.059308684345625,1928.1300620360403
2820.0,58,10.046925396462177,1928.9906014671353
2830.0,58,10.00094284531696,1932.1909028015
2840.0,58,9.921761425371006,1937.719845464839
2850.0,57,9.883414408530967,1940.4057053720926
2860.0,57,10.04728707190341,1928.9654600135782
2870.0,57,10.179452745347001,1919.809905139621
2880.0,57,10.278741842594744,1912.9733996972934
2890.0,57,10.344249817196975,1908.4823321263973
2900.0,57,10.37536647952254,1906.354453019148
2910.0,57,10.371795095078914,1906.598501681436
2920.0,57,10.333559734609116,1909.2141644136577
2930.0,57,10.261003492592339,1914.192155926124
2940.0,57,10.154778481131443,1921.514366477941
2950.0,56,10.321660280637808,1910.029272145186
2960.0,56,10.466456427089813,1900.1453211401138
2970.0,56,10.577723777485945,1892.6010323175947
2980.0,56,10.65442389141753,1887.4261765842493
2990.0,56,10.695828645636013,1884.6413286567058
3000.0,56,10.701533790676283,1884.258081580062
3010.0,56,10.671474746762868,1886.278615008455
3020.0,56,10.605927351862091,1890.695744424756
3030.0,56,10.505501204749676,1897.4929282964047
3040.0,55,10.598397238457732,1891.204163244334
3050.0,55,10.756356162656038,1880.5812195527194
3060.0,55,10.880136881858386,1872.318413932722
3070.0,55,10.968563801411149,1866.4485779841154
3080.0,55,11.020775857332403,1862.9955640093247
3090.0,55,11.036248943549703,1861.9740899189496
3100.0,55,11.014824513201816,1863.388671614966
3110.0,55,10.956699603033067,1867.2345393463559
3120.0,55,10.862433481324718,1873.496873990099
3130.0,54,10.877463475615146,1872.4963036339225
3140.0,54,11.049137795796518,1861.1238549181528
3150.0,54,11.185998016714862,1852.1313128863255
3160.0,54,11.286714500992327,1845.555132113554
3170.0,54,11.350281164859952,1841.4226437583366
3180.0,54,11.376048555307978,1839.7514615909618
3190.0,54,11.363745941955882,1840.5490808271627
3200.0,54,11.313487963051218,1843.8128832800946
3210.0,54,11.225770808874573,1849.530195588141
3220.0,53,11.158817891380291,1853.91203110381
3230.0,53,11.344788020093976,1841.7792052174163
3240.0,53,11.495317984105355,1832.0457626506163
3250.0,53,11.608916518475045,1824.7516848292805
3260.0,53,11.684419709841585,1819.9279858513225
3270.0,53,11.721040920460464,1817.5953199663757
3280.0,53,11.718384010607862,1817.7644046431037
3290.0,53,11.676467583033146,1820.435114219407
3300.0,53,11.595718305524482,1825.5968736027708
3310.0,53,11.476956573117043,1833.2288726527693
3320.0,52,11.643281271380383,1822.5538105137537
3330.0,52,11.808103643444085,1812.0678890668335
3340.0,52,11.935208001281369,1804.0441691031701
3350.0,52,12.023264583699172,1798.5171992514015
3360.0,52,12.071330612797302,1795.5112120753342
3370.0,52,12.078877548675626,1795.0399361291286
3380.0,52,12.04581309057639,1797.1060852120613
3390.0,52,11.97248328921828,1801.701376833494
3400.0,52,11.859658044972948,1808.806863520425
3410.0,51,11.944588081691366,1803.454182547613
3420.0,51,12.12435115185093,1792.2043044887516
3430.0,51,12.265620294358815,1783.438855572453
3440.0,51,12.366882105425267,1777.196348920883
3450.0,51,12.427027092941396,1773.5045414970252
3460.0,51,12.44537446274041,1772.3807083008778
3470.0,51,12.42170966582607,1773.8304565206215
3480.0,51,12.35628383015395,1777.848121171128
3490.0,51,12.249810974598724,1784.4165074689497
3500.0,50,12.248663425264839,1784.4875043215773
3510.0,50,12.444050696687986,1772.4617561636508
3520.0,50,12.600177046976434,1762.942360114208
3530.0,50,12.715336328076532,1755.971631707585
3540.0,50,12.788229671581755,1751.5814827515726
3550.0,50,12.81801405289611,1749.792587593851
3560.0,50,12.804336914964756,1750.6137026686065
3570.0,50,12.747342240620398,1754.041899194104
3580.0,50,12.647673687970677,1760.0621221335275
3590.0,49,12.555458956652542,1765.6608060801952
3600.0,49,12.76718135878442,1752.8473995552667
3610.0,49,12.93889759605715,1742.5613912568276
3620.0,49,13.068684034130074,1734.8496463400663
3630.0,49,13.15504094806478,1729.7481112156242
3640.0,49,13.196943618990996,1727.2812217340127
3650.0,49,13.193885458242837,1727.4610737009689
3660.0,49,13.145887061900252,1730.2877570058597
3670.0,49,13.053510401972316,1735.7484741144585
3680.0,49,12.917820514295785,1743.8188406304303
3690.0,48,13.093719067565303,1733.3682663810869
3700.0,48,13.28178971855672,1722.3031429070734
3710.0,48,13.426975680834584,1713.837284186216
3720.0,48,13.527554722114742,1708.0111020530808
3730.0,48,13.58230518398818,1704.8528284576398
3740.0,48,13.590542675230472,1704.3784544186374
3750.0,48,13.552154114639677,1706.5909382388413
3760.0,48,13.467598221967979,1711.4803721189926
3770.0,48,13.337890732398101,1719.0240334542489
3780.0,47,13.423618790474672,1714.0322807135906
3790.0,47,13.628853097034652,1702.1750253240962
3800.0,47,13.79025553676269,1692.9416731521474
3810.0,47,13.905867166465711,1686.37702768647
3820.0,47,13.974242293969985,1682.5137551909495
3830.0,47,13.994505129658517,1681.3716130848916
3840.0,47,13.966383954259744,1682.957036822947
3850.0,47,13.89022633991126,1687.2627539355358
3860.0,47,13.76697788354839,1694.268372352711
3870.0,46,13.756829236336968,1694.8473105803025
3880.0,46,13.98007600928617,1682.184802105536
3890.0,46,14.158560689649994,1672.1701863662588
3900.0,46,14.290060383907276,1664.8532646880265
3910.0,46,14.372891799545286,1660.2709163219033
3920.0,46,14.405962429036432,1658.4471150903457
3930.0,46,14.388822339404024,1659.391962035916
3940.0,46,14.321687542323591,1663.101189885768
3950.0,46,14.20541981976972,1669.5568928903226
3960.0,45,14.093288175594775,1675.8213992304704
3970.0,45,14.335436691304418,1662.3404489845
3980.0,45,14.5319123009536,1651.5308695698607
3990.0,45,14.680216702418821,1643.4471178805316
4000.0,45,14.77839155015555,1638.131311676374
4010.0,45,14.825109541209303,1635.611582806555
4020.0,45,14.819722732009318,1635.9017955534912
4030.0,45,14.762286378206198,1639.0014164541324
4040.0,45,14.653573148212692,1644.8946356688366
4050.0,45,14.49501867679551,1653.5519318706388
4060.0,44,14.694894892240082,1642.6505554604971
4070.0,44,14.910326479538504,1631.0317597779813
4080.0,44,15.076402765050783,1622.1666495374793
4090.0,44,15.190872554837828,1616.1024204748946
4100.0,44,15.252143410718611,1612.8718720281358
4110.0,44,15.259337772444955,1612.49324549403
4120.0,44,15.21233920215948,1614.9693592056824
4130.0,44,15.111799617242916,1620.287434800837
4140.0,44,14.959103584686002,1628.4197964889645
4150.0,43,15.058400791062622,1623.123751668757
4160.0,43,15.29380484452362,1610.681344876138
4170.0,43,15.478680147710765,1601.0200205304855
4180.0,43,15.6104586358351,1594.1921525518076
4190.0,43,15.687250726012941,1590.2356773558715
4200.0,43,15.70792606137375,1589.173247679611
4210.0,43,15.672168827830248,1591.0114301249223
4220.0,43,15.580485303930534,1595.7408973712472
4230.0,43,15.434192858903764,1603.3360520764595
4240.0,42,15.425880643929753,1603.7694081141735
4250.0,42,15.682330134792052,1590.4887034642697
4260.0,42,15.887097324400504,1580.0158547682397
4270.0,42,16.03726765137079,1572.4087186397896
4280.0,42,16.130623854746073,1567.7106333649633
4290.0,42,16.16575299995482,1565.9489140954954
4300.0,42,16.142105166965724,1567.1344799057647
4310.0,42,16.06002560235376,1571.2612544379758
4320.0,42,15.920737175629409,1578.3063989424816
4330.0,41,15.797250406090724,1584.5968190143994
4340.0,41,16.075869730358765,1570.4632208144715
4350.0,41,16.301688356870685,1559.1632162862713
4360.0,41,16.47140554324003,1550.7608638740048
4370.0,41,16.582448451504156,1545.3049196862803
4380.0,41,16.63308018167532,1542.8280450157838
4390.0,41,16.62249010174628,1543.3455451774166
4400.0,41,16.55082868032956,1546.8551817986308
4410.0,41,16.419207805203662,1553.336865118933
4420.0,41,16.22963375981308,1562.753867762665
4430.0,40,16.47437433285416,1550.6145699772205
4440.0,40,16.722468522756945,1538.4717290817648
4450.0,40,16.912967348698956,1529.2577258894883
4460.0,40,17.042899795303555,1523.027358635303
4470.0,40,17.110171689777477,1519.8187552203399
4480.0,40,17.113668160158298,1519.652305892009
4490.0,40,17.05332089194779,1522.5295501155886
4500.0,40,16.930096267474976,1528.433875622474
4510.0,40,16.745958900034818,1537.330419156698
4520.0,39,16.877770127804187,1530.953002583957
4530.0,39,17.149438681467604,1517.951256030475
4540.0,39,17.362036612684793,1507.9087773504114
4550.0,39,17.512149300011227,1500.8870133885098
4560.0,39,17.59728732997044,1496.9297520904206
4570.0,39,17.61599447483703,1496.0626673489571
4580.0,39,17.567938128751415,1498.2918658826018
4590.0,39,17.45391824670523,1503.604113243443
4600.0,39,17.275828637311825,1511.9670901108834
4610.0,38,17.28595686960568,1511.4893153142818
4620.0,38,17.5825760952936,1497.612239567332
4630.0,38,17.81867223693453,1486.7243427335432
4640.0,38,17.990355410906215,1478.8935430341612
4650.0,38,18.09468782550852,1474.1700227602814
4660.0,38,18.12982555935041,1472.5851745383416
4670.0,38,18.095132215000085,1474.149960327824
4680.0,38,17.99120809017148,1478.854831289909
4690.0,38,17.819849678512924,1486.6703901149965
4700.0,37,17.698814573493287,1492.2344136221936
4710.0,37,18.021833487977354,1477.465613314284
4720.0,37,18.28292086586321,1465.7148876052433
4730.0,37,18.477665204188252,1457.0570212298817
4740.0,37,18.602622877982807,1451.5493120348383
4750.0,37,18.655519396252004,1449.2289459014196
4760.0,37,18.63536741345466,1450.1121571393703
4770.0,37,18.542519970705982,1454.1938212844857
4780.0,37,18.378656141440228,1461.4473824198444
4790.0,37,18.146682050563392,1471.8259456806343
4800.0,36,18.467132179498478,1457.522975940999
4810.0,36,18.754802104074358,1444.8915807091196
4820.0,36,18.974199168439206,1435.3884932129329
4830.0,36,19.121334772358292,1429.0778495000525
4840.0,36,19.193439500455693,1426.0034368495276
4850.0,36,19.189117549739933,1426.1873817492456
4860.0,36,19.108435525902358,1429.629105802383
4870.0,36,18.95291281694616,1436.3056015327036
4880.0,36,18.725435316427706,1446.1721169138334
4890.0,35,18.918364523982298,1437.7963264544014
4900.0,35,19.23430503884997,1424.2662819684595
4910.0,35,19.480070994656042,1413.8989636958456
4920.0,35,19.651058612415074,1406.76624450079
4930.0,35,19.74394256278492,1402.918910560529
